name,fragment,score,label
vid33.mp3,8,-3.5515568256378174,0
vid33.mp3,9,-3.607792615890503,0
vid34.mp3,0,-3.4554951190948486,0
vid34.mp3,1,-3.571866273880005,0
vid34.mp3,2,-2.933941125869751,1
vid34.mp3,3,-3.5251357555389404,0
vid34.mp3,4,-3.469975709915161,0
vid34.mp3,5,-3.626316785812378,0
vid36.mp3,0,-3.470555305480957,0
vid36.mp3,1,-3.5419013500213623,0
vid36.mp3,2,-3.498093843460083,0
vid36.mp3,3,-3.5759060382843018,0
vid37.mp3,0,-3.466390609741211,0
vid37.mp3,1,-2.903757333755493,1
vid37.mp3,2,-3.3448374271392822,0
vid37.mp3,3,-3.377037763595581,0
vid37.mp3,4,-2.957977056503296,1
vid37.mp3,5,-2.0006589889526367,1
vid37.mp3,6,3.3536646366119385,1
vid37.mp3,7,-3.3570125102996826,0
vid37.mp3,8,-2.6182501316070557,1
vid37.mp3,9,-3.5189030170440674,0
vid38.mp3,0,-3.1650450229644775,1
vid38.mp3,1,0.6693595051765442,1
vid38.mp3,2,-3.4009060859680176,0
vid39.mp3,0,2.2040903568267822,1
vid39.mp3,1,-3.320551872253418,0
vid39.mp3,2,-3.2602639198303223,1
vid39.mp3,3,-1.900415301322937,1
vid39.mp3,4,-2.324354887008667,1
vid39.mp3,5,1.2208904027938843,1
vid39.mp3,6,-3.2248175144195557,1
vid39.mp3,7,-3.494316816329956,0
vid39.mp3,8,-1.7464914321899414,1
vid39.mp3,9,-3.102407217025757,1
vid4.mp3,0,-3.3715317249298096,0
vid4.mp3,1,-3.491523504257202,0
vid4.mp3,2,-3.554964780807495,0
vid4.mp3,3,-3.3941502571105957,0
vid4.mp3,4,-3.4679319858551025,0
vid4.mp3,5,-3.553194284439087,0
vid4.mp3,6,-3.513753890991211,0
vid4.mp3,7,-3.5593409538269043,0
vid4.mp3,8,-3.477360248565674,0
vid4.mp3,9,4.30439567565918,1
vid40.mp3,0,-3.6416053771972656,0
vid40.mp3,1,-3.571089506149292,0
vid40.mp3,2,-3.6106603145599365,0
vid40.mp3,3,-3.625316858291626,0
vid40.mp3,4,-3.656681776046753,0
vid40.mp3,5,-3.606738805770874,0
vid40.mp3,6,-3.560645341873169,0
vid40.mp3,7,-3.6307873725891113,0
vid40.mp3,8,-3.607356071472168,0
vid40.mp3,9,-3.6563034057617188,0
vid41.mp3,0,-3.379417896270752,0
vid41.mp3,1,-3.5750811100006104,0
vid41.mp3,2,-3.1009418964385986,1
vid41.mp3,3,-3.554957628250122,0
vid41.mp3,4,-3.2458221912384033,1
vid41.mp3,5,-3.4649157524108887,0
vid41.mp3,6,-3.560911178588867,0
vid41.mp3,7,-3.3241567611694336,0
vid41.mp3,8,-3.6152303218841553,0
vid41.mp3,9,-3.464832067489624,0
vid42.mp3,0,-3.5619447231292725,0
vid42.mp3,1,-3.593139410018921,0
vid42.mp3,2,-3.5260894298553467,0
vid42.mp3,3,-3.670081853866577,0
vid43.mp3,0,-3.5086965560913086,0
vid43.mp3,1,-3.1919424533843994,1
vid43.mp3,2,-3.591931104660034,0
vid43.mp3,3,-3.561875581741333,0
vid43.mp3,4,-3.5559630393981934,0
vid43.mp3,5,-3.5618226528167725,0
vid43.mp3,6,-3.5530641078948975,0
vid43.mp3,7,-3.545926332473755,0
vid43.mp3,8,-3.5915210247039795,0
vid43.mp3,9,-3.5373318195343018,0
vid45.mp3,0,4.288157939910889,1
vid45.mp3,1,2.393937349319458,1
vid45.mp3,2,-2.9287450313568115,1
vid45.mp3,3,-2.683582305908203,1
vid45.mp3,4,1.3101872205734253,1
vid45.mp3,5,-3.327227830886841,0
vid45.mp3,6,2.268584728240967,1
vid45.mp3,7,4.307910442352295,1
vid45.mp3,8,-1.7688512802124023,1
vid45.mp3,9,4.359073638916016,1
vid5.mp3,0,-0.8035851716995239,1
vid5.mp3,1,-1.0876213312149048,1
vid5.mp3,2,-3.5419623851776123,0
vid5.mp3,3,-3.2822253704071045,0
vid5.mp3,4,-3.5585579872131348,0
vid5.mp3,5,-2.8806674480438232,1
vid5.mp3,6,-2.552323818206787,1
vid5.mp3,7,-3.4456913471221924,0
vid5.mp3,8,-3.449977159500122,0
vid5.mp3,9,-3.384929656982422,0
vid7.mp3,0,0.42679956555366516,1
vid7.mp3,1,-1.149117112159729,1
vid7.mp3,2,-3.4768033027648926,0
vid7.mp3,3,-3.283656358718872,0
vid7.mp3,4,-3.5496537685394287,0
vid7.mp3,5,-2.8019258975982666,1
vid7.mp3,6,-2.542362689971924,1
vid7.mp3,7,-3.46238112449646,0
vid7.mp3,8,-3.442547559738159,0
vid7.mp3,9,-3.364675998687744,0
vid8.mp3,0,-2.9494762420654297,1
vid8.mp3,1,0.9265114665031433,1
vid8.mp3,2,-2.339463472366333,1
vid8.mp3,3,-0.28497079014778137,1
vid8.mp3,4,4.483641624450684,1
vid8.mp3,5,3.2326481342315674,1
vid8.mp3,6,-3.5145819187164307,0
vid8.mp3,7,-3.0327224731445312,1
